Text	Occurrence
"or"	"src/monster/mon-lore.c:1423 src/monster/mon-lore.c:1441 src/monster/mon-lore.c:1559 src/monster/mon-lore.c:1590 src/monster/mon-lore.c:1685"
", and cannot be "	"src/monster/mon-lore.c:1437"
"%s cannot be "	"src/monster/mon-lore.c:1439"
"%s %s intruders, which %s may notice from "	"src/monster/mon-lore.c:1477"
" feet.  "	"src/monster/mon-lore.c:1479"
"%s may appear with other monsters"	"src/monster/mon-lore.c:1504"
" and hunts in packs"	"src/monster/mon-lore.c:1506"
"%s may "	"src/monster/mon-lore.c:1558 src/monster/mon-lore.c:1588 src/monster/mon-lore.c:1675"
"breathe "	"src/monster/mon-lore.c:1589"
", and may "	"src/monster/mon-lore.c:1673"
"cast spells"	"src/monster/mon-lore.c:1678"
" intelligently"	"src/monster/mon-lore.c:1681"
" which "	"src/monster/mon-lore.c:1684"
"; "	"src/monster/mon-lore.c:1696"
" time in "	"src/monster/mon-lore.c:1698 src/monster/mon-lore.c:1706"
"; about "	"src/monster/mon-lore.c:1704"
"%s has no physical attacks.  "	"src/monster/mon-lore.c:1740"
"Nothing is known about %s attack.  "	"src/monster/mon-lore.c:1756"
", "	"src/monster/mon-lore.c:1781 src/object/obj-desc.c:532 src/object/obj-desc.c:637 src/object/obj-info.c:55 src/object/obj-info.c:929"
", and "	"src/monster/mon-lore.c:1783"
" to "	"src/monster/mon-lore.c:1791 src/object/obj-info.c:1110"
" with damage "	"src/monster/mon-lore.c:1796"
"%dd%d"	"src/monster/mon-lore.c:1797 src/wiz-spoil.c:196 src/wiz-spoil.c:206"
" ('"	"src/monster/mon-lore.c:1842 src/monster/mon-lore.c:1848"
"')"	"src/monster/mon-lore.c:1844 src/monster/mon-lore.c:1850"
"You feel an intense desire to kill this monster...  "	"src/monster/mon-lore.c:1931"
"No town monsters!"	"src/monster/mon-make.c:77"
"Compacting monsters..."	"src/monster/mon-make.c:305"
"Too many monsters!"	"src/monster/mon-make.c:455"
"Should never reach here"	"src/monster/mon-make.c:878 src/z-rand.c:318 src/z-rand.c:425"
"Deep unique (%s)."	"src/monster/mon-make.c:942"
"Deep monster (%s)."	"src/monster/mon-make.c:945"
"Unique (%s)."	"src/monster/mon-make.c:952"
"Warning! Could not allocate a new monster."	"src/monster/mon-make.c:1309"
"Morgoth"	"src/monster/mon-make.c:1455 src/monster/mon-msg.c:481"
"%s%s"	"src/monster/mon-make.c:1470 src/object/obj-info.c:1223 src/z-file.c:145"
"You have killed %s."	"src/monster/mon-make.c:1478"
"You have destroyed %s."	"src/monster/mon-make.c:1482"
"You have slain %s."	"src/monster/mon-make.c:1486"
"Killed %s"	"src/monster/mon-make.c:1518"
"monster/mon-make"	"src/monster/mon-make.c:1604"
"[is|are] hurt."	"src/monster/mon-msg.c:43"
"die[s]."	"src/monster/mon-msg.c:46"
"[is|are] destroyed."	"src/monster/mon-msg.c:47"
"resist[s] a lot."	"src/monster/mon-msg.c:48"
"[is|are] hit hard."	"src/monster/mon-msg.c:49"
"resist[s]."	"src/monster/mon-msg.c:50"
"[is|are] immune."	"src/monster/mon-msg.c:51"
"resist[s] somewhat."	"src/monster/mon-msg.c:52"
"[is|are] unaffected!"	"src/monster/mon-msg.c:53"
"spawn[s]!"	"src/monster/mon-msg.c:54"
"look[s] healthier."	"src/monster/mon-msg.c:55"
"fall[s] asleep!"	"src/monster/mon-msg.c:56"
"wake[s] up."	"src/monster/mon-msg.c:57"
"cringe[s] from the light!"	"src/monster/mon-msg.c:58"
"shrivel[s] away in the light!"	"src/monster/mon-msg.c:59"
"lose[s] some skin!"	"src/monster/mon-msg.c:60"
"dissolve[s]!"	"src/monster/mon-msg.c:61"
"catch[es] fire!"	"src/monster/mon-msg.c:62"
"[is|are] badly frozen."	"src/monster/mon-msg.c:63"
"shudder[s]."	"src/monster/mon-msg.c:64"
"change[s]!"	"src/monster/mon-msg.c:65"
"disappear[s]!"	"src/monster/mon-msg.c:66"
"[is|are] even more stunned."	"src/monster/mon-msg.c:67"
"[is|are] stunned."	"src/monster/mon-msg.c:68"
"[is|are] no longer stunned."	"src/monster/mon-msg.c:69"
"look[s] more confused."	"src/monster/mon-msg.c:70"
"look[s] confused."	"src/monster/mon-msg.c:71"
"[is|are] no longer confused."	"src/monster/mon-msg.c:72"
"look[s] more slowed."	"src/monster/mon-msg.c:73"
"look[s] slowed."	"src/monster/mon-msg.c:74"
"speed[s] up."	"src/monster/mon-msg.c:75"
"look[s] even faster!"	"src/monster/mon-msg.c:76"
"start[s] moving faster."	"src/monster/mon-msg.c:77"
"slow[s] down."	"src/monster/mon-msg.c:78"
"look[s] more terrified!"	"src/monster/mon-msg.c:79"
"flee[s] in terror!"	"src/monster/mon-msg.c:80"
"[is|are] no longer afraid."	"src/monster/mon-msg.c:81"
"~You hear [a|several] scream[|s] of agony!"	"src/monster/mon-msg.c:82"
"disintegrate[s]!"	"src/monster/mon-msg.c:83"
"freeze[s] and shatter[s]!"	"src/monster/mon-msg.c:84"
"lose[s] some mana!"	"src/monster/mon-msg.c:85"
"look[s] briefly puzzled."	"src/monster/mon-msg.c:86"
"maintain[s] the same shape."	"src/monster/mon-msg.c:87"
"[is|are] unharmed."	"src/monster/mon-msg.c:90"
"(hidden)"	"src/monster/mon-msg.c:294"
"(offscreen)"	"src/monster/mon-msg.c:297"
"something"	"src/monster/mon-msg.c:300 src/monster/mon-spell.c:482 src/monster/mon-util.c:240 src/monster/mon-util.c:241 src/list-gf-types.h:23 src/list-gf-types.h:24 src/list-gf-types.h:25 src/list-gf-types.h:29 src/list-gf-types.h:30 src/list-gf-types.h:41 src/list-gf-types.h:42 src/list-gf-types.h:43"
"%d %s"	"src/monster/mon-msg.c:424"
"the %s"	"src/monster/mon-msg.c:429"
"%d monsters"	"src/monster/mon-msg.c:436"
"mon_power.txt"	"src/monster/mon-power.c:657"
"ridx|level|rarity|d_char|name|pwr|scaled|melee|spell|hp\n"	"src/monster/mon-power.c:660"
"%d|%d|%d|%s|%s|%d|%d|%d|%d|%d\n"	"src/monster/mon-power.c:670"
"strong"	"src/monster/mon-spell.c:119 src/spells2.c:151"
"bright"	"src/monster/mon-spell.c:120"
"wise"	"src/monster/mon-spell.c:121 src/spells2.c:153"
"agile"	"src/monster/mon-spell.c:122"
"hale"	"src/monster/mon-spell.c:123"
"You're not as %s as you used to be..."	"src/monster/mon-spell.c:129"
"The draining fails."	"src/monster/mon-spell.c:181"
"%s notes that you have no mana!"	"src/monster/mon-spell.c:183"
"%s appears healthier."	"src/monster/mon-spell.c:217"
"%s sounds REALLY healthy!"	"src/monster/mon-spell.c:249"
"%s sounds healthier."	"src/monster/mon-spell.c:253"
"%s recovers %s courage."	"src/monster/mon-spell.c:262"
"You resist the effect!"	"src/monster/mon-spell.c:353"
"You avoid the effect!"	"src/monster/mon-spell.c:360"
"You feel your life force draining away!"	"src/monster/mon-spell.c:414"
"You're not as powerful as you used to be..."	"src/monster/mon-spell.c:434"
"You hear %s appear nearby."	"src/monster/mon-spell.c:481"
"many things"	"src/monster/mon-spell.c:482"
"Something %s."	"src/monster/mon-spell.c:547"
"%s %s %s, but misses."	"src/monster/mon-spell.c:549"
"%s %s %s."	"src/monster/mon-spell.c:552 src/monster/mon-spell.c:554"
"You avoid the effects!"	"src/monster/mon-spell.c:559"
"es"	"src/monster/mon-util.c:112 src/object/obj-desc.c:264"
"[U] "	"src/monster/mon-util.c:129 src/wiz-spoil.c:708"
"%3d "	"src/monster/mon-util.c:134"
"itself"	"src/monster/mon-util.c:239 src/monster/mon-util.c:243 src/monster/mon-util.c:277"
"something's"	"src/monster/mon-util.c:242"
"him"	"src/monster/mon-util.c:247"
"himself"	"src/monster/mon-util.c:249 src/monster/mon-util.c:253 src/monster/mon-util.c:276"
"someone"	"src/monster/mon-util.c:250 src/monster/mon-util.c:251 src/monster/mon-util.c:260 src/monster/mon-util.c:261"
"someone's"	"src/monster/mon-util.c:252 src/monster/mon-util.c:262"
"herself"	"src/monster/mon-util.c:259 src/monster/mon-util.c:263 src/monster/mon-util.c:275"
"an "	"src/monster/mon-util.c:297 src/object/obj-desc.c:216 src/object/obj-info.c:1224 src/target.c:944"
"a "	"src/monster/mon-util.c:297 src/object/obj-desc.c:218 src/object/obj-info.c:1224 src/target.c:944"
"the "	"src/monster/mon-util.c:305 src/object/obj-desc.c:194"
"'s"	"src/monster/mon-util.c:315"
"spider"	"src/monster/mon-util.c:823"
"canine"	"src/monster/mon-util.c:824 src/tests/monster/monster.c:23 src/tests/monster/monster.c:24 src/tests/monster/monster.c:30 src/tests/unit-test-data.h:603"
"zephyr hound"	"src/monster/mon-util.c:824 src/tests/monster/monster.c:24"
"hydra"	"src/monster/mon-util.c:825"
"ainu"	"src/monster/mon-util.c:826"
"lich"	"src/monster/mon-util.c:831 src/tests/monster/monster.c:26 src/tests/monster/monster.c:31"
"vampire"	"src/monster/mon-util.c:831 src/tests/monster/monster.c:26 src/tests/monster/monster.c:31"
"wraith"	"src/monster/mon-util.c:831 src/monster/mon-util.c:834 src/tests/monster/monster.c:26 src/tests/monster/monster.c:31"
"ancient dragon"	"src/monster/mon-util.c:832"
"major demon"	"src/monster/mon-util.c:833"
"The %s was really a monster!"	"src/monster/mon-util.c:991"
"A small needle has pricked you!"	"src/object/chest.c:321 src/object/chest.c:329"
"a poison needle"	"src/object/chest.c:322 src/object/chest.c:330"
"A puff of green gas surrounds you!"	"src/object/chest.c:337"
"A puff of yellow gas surrounds you!"	"src/object/chest.c:344"
"There is a sudden explosion!"	"src/object/chest.c:363"
"Everything inside the chest is destroyed!"	"src/object/chest.c:364"
"an exploding chest"	"src/object/chest.c:366"
"I don't see any traps."	"src/object/chest.c:491"
"The chest is not trapped."	"src/object/chest.c:497"
"You have disarmed the chest."	"src/object/chest.c:503"
"You failed to disarm the chest."	"src/object/chest.c:514"
"You set off a trap!"	"src/object/chest.c:520"
"You know more about the %s you are wearing."	"src/object/identify.c:565"
"You know more about the %s you are using."	"src/object/identify.c:592"
"Your %s glow%s."	"src/object/identify.c:601"
"You feel %s!"	"src/object/identify.c:797 src/object/identify.c:800 src/object/identify.c:803 src/object/identify.c:806 src/object/identify.c:809"
"stronger"	"src/object/identify.c:798"
"weaker"	"src/object/identify.c:798"
"smarter"	"src/object/identify.c:801"
"more stupid"	"src/object/identify.c:801"
"wiser"	"src/object/identify.c:804"
"more naive"	"src/object/identify.c:804"
"more dextrous"	"src/object/identify.c:807"
"clumsier"	"src/object/identify.c:807"
"healthier"	"src/object/identify.c:810"
"sicklier"	"src/object/identify.c:810"
"You feel strangely %s."	"src/object/identify.c:812"
"quick"	"src/object/identify.c:813"
"sluggish"	"src/object/identify.c:813"
"Your weapon %s in your hands."	"src/object/identify.c:815"
"tingles"	"src/object/identify.c:817 src/object/identify.c:821"
"aches"	"src/object/identify.c:817 src/object/identify.c:821"
"Your bow %s in your hands."	"src/object/identify.c:819"
"Your eyes tingle."	"src/object/identify.c:823"
"It glows!"	"src/object/identify.c:825"
"Your mind feels strangely sharper!"	"src/object/identify.c:827"
"You feel the %s (%c) %s %s average..."	"src/object/identify.c:1213"
"you are using"	"src/object/identify.c:1216"
"in your pack"	"src/object/identify.c:1216"
"You feel the %s (%c) you are %s %s %s..."	"src/object/identify.c:1223"
"You feel the %s (%c) in your pack %s %s..."	"src/object/identify.c:1232"
"%s Mushroom"	"src/object/obj-desc.c:51"
"Mushroom of "	"src/object/obj-desc.c:67"
"& # Amulet~"	"src/object/obj-desc.c:142"
"& Amulet~"	"src/object/obj-desc.c:142"
"& # Ring~"	"src/object/obj-desc.c:145"
"& Ring~"	"src/object/obj-desc.c:145"
"& # Sta|ff|ves|"	"src/object/obj-desc.c:148"
"& Sta|ff|ves|"	"src/object/obj-desc.c:148"
"& # Wand~"	"src/object/obj-desc.c:151"
"& Wand~"	"src/object/obj-desc.c:151"
"& # Rod~"	"src/object/obj-desc.c:154"
"& Rod~"	"src/object/obj-desc.c:154"
"& # Potion~"	"src/object/obj-desc.c:157"
"& Potion~"	"src/object/obj-desc.c:157"
"& Scroll~ titled #"	"src/object/obj-desc.c:160"
"& Scroll~"	"src/object/obj-desc.c:160"
"& Book~ #"	"src/object/obj-desc.c:164 src/object/obj-desc.c:170"
"& Book~ of Magic Spells #"	"src/object/obj-desc.c:166"
"& Holy Book~ of Prayers #"	"src/object/obj-desc.c:172"
"& # Mushroom~"	"src/object/obj-desc.c:176"
"& Mushroom~"	"src/object/obj-desc.c:176"
"no more "	"src/object/obj-desc.c:190"
" '%s'"	"src/object/obj-desc.c:351"
" of %s"	"src/object/obj-desc.c:353"
" (empty)"	"src/object/obj-desc.c:392"
" (disarmed)"	"src/object/obj-desc.c:398"
" (unlocked)"	"src/object/obj-desc.c:400"
" (Locked)"	"src/object/obj-desc.c:410"
" (Poison Needle)"	"src/object/obj-desc.c:414 src/object/obj-desc.c:418"
" (Gas Trap)"	"src/object/obj-desc.c:422 src/object/obj-desc.c:426"
" (Explosion Device)"	"src/object/obj-desc.c:430"
" (Summoning Runes)"	"src/object/obj-desc.c:434"
" (Multiple Traps)"	"src/object/obj-desc.c:438"
" (%dd%d)"	"src/object/obj-desc.c:458 src/object/obj-desc.c:460"
" (x%d)"	"src/object/obj-desc.c:467 src/object/obj-desc.c:469"
" (%+d)"	"src/object/obj-desc.c:481"
" (%+d,%+d)"	"src/object/obj-desc.c:485"
" [%d,%+d]"	"src/object/obj-desc.c:493"
" [%+d]"	"src/object/obj-desc.c:495"
" [%d]"	"src/object/obj-desc.c:498"
" (%d turns)"	"src/object/obj-desc.c:511"
" <"	"src/object/obj-desc.c:528"
">"	"src/object/obj-desc.c:538"
" (%d charge%s)"	"src/object/obj-desc.c:549"
" (%d charging)"	"src/object/obj-desc.c:571"
" (charging)"	"src/object/obj-desc.c:577"
"wielded"	"src/object/obj-desc.c:611"
"worn"	"src/object/obj-desc.c:612"
"fired"	"src/object/obj-desc.c:615"
"squelch"	"src/object/obj-desc.c:626 src/savefile.c:104 src/savefile.c:133"
" {"	"src/object/obj-desc.c:634"
"}"	"src/object/obj-desc.c:640 src/ui-event.c:252"
" {unseen}"	"src/object/obj-desc.c:652"
"an unknown item"	"src/object/obj-desc.c:698"
"unknown item"	"src/object/obj-desc.c:699"
"%d gold pieces worth of %s%s"	"src/object/obj-desc.c:703"
" {squelch}"	"src/object/obj-desc.c:705"
"Object flags are:\n"	"src/object/obj-flag.c:136"
".\n"	"src/object/obj-info.c:58 src/object/obj-info.c:756 src/object/obj-info.c:929 src/object/obj-info.c:1090 src/object/obj-info.c:1118"
"strength"	"src/object/obj-info.c:84 src/object/obj-info.c:157"
"intelligence"	"src/object/obj-info.c:85 src/object/obj-info.c:158"
"wisdom"	"src/object/obj-info.c:86 src/object/obj-info.c:159"
"dexterity"	"src/object/obj-info.c:87 src/object/obj-info.c:160"
"constitution"	"src/object/obj-info.c:88 src/object/obj-info.c:161"
"stealth"	"src/object/obj-info.c:89"
"infravision"	"src/object/obj-info.c:90"
"tunneling"	"src/object/obj-info.c:91"
"attack speed"	"src/object/obj-info.c:93"
"shooting speed"	"src/object/obj-info.c:94"
"shooting power"	"src/object/obj-info.c:95"
"cold"	"src/object/obj-info.c:103 src/object/obj-info.c:111 src/object/obj-info.c:119 src/object/obj-info.c:144 src/object/obj-info.c:152 src/list-gf-types.h:39 src/monster/list-mon-flags.h:90 src/monster/list-mon-flags.h:94"
"electricity"	"src/object/obj-info.c:109 src/object/obj-info.c:142 src/object/obj-info.c:150"
"dark"	"src/object/obj-info.c:122 src/prefs.c:252 src/prefs.c:662"
"nexus"	"src/object/obj-info.c:125 src/monster/list-mon-flags.h:100 src/monster/list-mon-spells.h:48"
"nether"	"src/object/obj-info.c:126 src/monster/list-mon-flags.h:97 src/monster/list-mon-spells.h:41 src/monster/list-mon-spells.h:65 src/monster/list-mon-spells.h:81"
"fear"	"src/object/obj-info.c:133"
"blindness"	"src/object/obj-info.c:134"
"confusion"	"src/object/obj-info.c:135 src/monster/list-mon-spells.h:44"
"stunning"	"src/object/obj-info.c:136"
"Blessed by the gods"	"src/object/obj-info.c:166"
"Slows your metabolism"	"src/object/obj-info.c:167"
"Impairs hitpoint recovery"	"src/object/obj-info.c:168"
"Impairs mana recovery"	"src/object/obj-info.c:169"
"Makes you afraid of melee, and worse at shooting and casting spells"	"src/object/obj-info.c:170"
"Feather Falling"	"src/object/obj-info.c:171"
"Speeds regeneration"	"src/object/obj-info.c:172"
"Prevents paralysis"	"src/object/obj-info.c:173"
"Sustains your life force"	"src/object/obj-info.c:174"
"Grants telepathy"	"src/object/obj-info.c:175"
"Grants the ability to see invisible things"	"src/object/obj-info.c:176"
"Aggravates creatures nearby"	"src/object/obj-info.c:177"
"Drains experience"	"src/object/obj-info.c:178"
"Induces random teleportation"	"src/object/obj-info.c:179"
"Permanently cursed.\n"	"src/object/obj-info.c:192"
"Heavily cursed.\n"	"src/object/obj-info.c:194"
"Cursed.\n"	"src/object/obj-info.c:196"
"%+i "	"src/object/obj-info.c:226"
"Affects your "	"src/object/obj-info.c:228"
"%+i%% "	"src/object/obj-info.c:241"
"to searching.\n"	"src/object/obj-info.c:242"
"Also affects your searching skill.\n"	"src/object/obj-info.c:245"
"Affects your searching skill.\n"	"src/object/obj-info.c:247"
"Provides immunity to "	"src/object/obj-info.c:272"
"Provides resistance to "	"src/object/obj-info.c:282"
"Provides protection from "	"src/object/obj-info.c:292"
"Makes you vulnerable to "	"src/object/obj-info.c:302"
"Cannot be harmed by "	"src/object/obj-info.c:323"
"Can be destroyed by "	"src/object/obj-info.c:341"
"Sustains "	"src/object/obj-info.c:360"
"%s.  "	"src/object/obj-info.c:379"
"It causes your melee attacks to slay "	"src/object/obj-info.c:419"
"Slays "	"src/object/obj-info.c:421"
"It causes your melee attacks to *slay* "	"src/object/obj-info.c:431"
"*Slays* "	"src/object/obj-info.c:433"
"It brands your melee attacks with "	"src/object/obj-info.c:443"
"Branded with "	"src/object/obj-info.c:445"
"%d.%d "	"src/object/obj-info.c:535 src/object/obj-info.c:922"
"blow%s/round.\n"	"src/object/obj-info.c:537"
"With +%d STR and +%d DEX you would get %d.%d blows\n"	"src/object/obj-info.c:577"
"With +%d STR and +%d DEX you would attack a bit faster\n"	"src/object/obj-info.c:596"
"This weapon may benefit from one or more off-weapon brands or slays.\n"	"src/object/obj-info.c:700"
"Average damage/round: "	"src/object/obj-info.c:703"
"%d.%d"	"src/object/obj-info.c:726 src/object/obj-info.c:750"
" vs. %s, "	"src/object/obj-info.c:731"
"and "	"src/object/obj-info.c:734 src/object/obj-info.c:909"
" vs. others"	"src/object/obj-info.c:755"
"It can be thrown at creatures with damaging effect.\n"	"src/object/obj-info.c:791"
"Combat info:\n"	"src/object/obj-info.c:800"
"You are too weak to use this weapon.\n"	"src/object/obj-info.c:815"
"Hits targets up to "	"src/object/obj-info.c:824"
" feet away.\n"	"src/object/obj-info.c:826"
"Sometimes creates earthquakes on impact.\n"	"src/object/obj-info.c:834"
" chance of breaking upon contact.\n"	"src/object/obj-info.c:840"
"rubble"	"src/object/obj-info.c:866"
"magma veins"	"src/object/obj-info.c:866"
"quartz veins"	"src/object/obj-info.c:866"
"granite"	"src/object/obj-info.c:866"
"Clears "	"src/object/obj-info.c:903"
"With this item, your current weapon clears "	"src/object/obj-info.c:905"
"doesn't affect "	"src/object/obj-info.c:912"
"%s.\n"	"src/object/obj-info.c:913 src/wiz-spoil.c:499"
"%s in "	"src/object/obj-info.c:917"
"1 "	"src/object/obj-info.c:920"
"turn%s%s"	"src/object/obj-info.c:928"
"Nourishes for around "	"src/object/obj-info.c:948"
" turns.\n"	"src/object/obj-info.c:951"
"Provides some nourishment.\n"	"src/object/obj-info.c:953"
"Radius "	"src/object/obj-info.c:989"
" light.  No fuel required."	"src/object/obj-info.c:992"
" light."	"src/object/obj-info.c:996"
"torches"	"src/object/obj-info.c:1000"
"lanterns"	"src/object/obj-info.c:1000"
"  Refills other %s up to %d turns of fuel."	"src/object/obj-info.c:1003"
"It can be activated.\n"	"src/object/obj-info.c:1033 src/object/obj-info.c:1057"
"It can be aimed.\n"	"src/object/obj-info.c:1050"
"It can be eaten.\n"	"src/object/obj-info.c:1052"
"It can be drunk.\n"	"src/object/obj-info.c:1054"
"It can be read.\n"	"src/object/obj-info.c:1056"
"When aimed, it "	"src/object/obj-info.c:1071"
"When eaten, it "	"src/object/obj-info.c:1073"
"When quaffed, it "	"src/object/obj-info.c:1075"
"When read, it "	"src/object/obj-info.c:1077"
"When activated, it "	"src/object/obj-info.c:1079"
"%c"	"src/object/obj-info.c:1085 src/object/obj-info.c:1087 src/score.c:401 src/ui-event.c:272 src/ui-event.c:322"
"Takes "	"src/object/obj-info.c:1100"
" turns to recharge"	"src/object/obj-info.c:1114"
" at your current speed"	"src/object/obj-info.c:1116"
"Your chance of success is %d.%d%%\n"	"src/object/obj-info.c:1129"
"%d feet (level %d)"	"src/object/obj-info.c:1146"
"town"	"src/object/obj-info.c:1149"
"An inheritance from your family.\n"	"src/object/obj-info.c:1159"
"Bought from a store.\n"	"src/object/obj-info.c:1163"
"Found lying on the floor %s %s.\n"	"src/object/obj-info.c:1167"
"at"	"src/object/obj-info.c:1168 src/object/obj-info.c:1227 src/object/obj-info.c:1234 src/object/obj-info.c:1240"
"in"	"src/object/obj-info.c:1168 src/object/obj-info.c:1227 src/object/obj-info.c:1234 src/object/obj-info.c:1240"
